url,title,published,reason,kept_twin
https://www.telecomreviewafrica.com/,Magazine covering the telecoms and ICT sector in Africa - Telecom Review Africa,2024-04-06,out-of-window,
https://www.datalaw.africa/wp-content/uploads/2024/06/South-Africas-National-Cloud-and-Data-Policy-20240531.pdf,NATIONAL POLICY ON DATA AND CLOUD 2024 - DS-I Africa Law,2024-05-31,out-of-window,
https://bowmanslaw.com/insights/south-africa-the-national-policy-on-data-and-cloud-some-highlights/,South Africa: The National Policy on Data and Cloud - Some highlights | Bowmans,2024-07-18,out-of-window,
https://www.lexology.com/library/detail.aspx?g=3b773264-5132-442b-9659-e04777ba577a,South Africa: The National Policy on Data and Cloud - Some highlights,2024-07-18,out-of-window,
https://www.itweb.co.za/article/video-national-ai-policy-to-position-sa-as-innovation-leader-says-president/GxwQD71DkXxvlPVo,"VIDEO: National AI Policy to position SA as innovation leader, says president | ITWeb",2025-03-07,not-staged-curation-tail,
https://capetimes.co.za/news/2025-03-11-minister-outlines-plans-to-discontinue-green-bar-coded-id/,Minister outlines plans to discontinue green bar-coded ID,2025-03-11,not-staged-curation-tail,
https://www.citizen.co.za/news/home-affairs-office-hours-id-applications-17-may-2025/,Home affairs extends office hours for big change to ID ...,2025-05-17,not-staged-curation-tail,
https://techcabal.com/2025/05/21/techcabal-daily-starlink-is-finally-coming-to-sa/,👨🏿‍🚀TechCabal Daily – Starlink is (finally) coming to SA | TechCabal,2025-05-21,not-staged-curation-tail,
https://techafricanews.com/2025/06/17/africa-data-centres-and-blue-turtle-partner-to-accelerate-cloud-in-south-africa/,Africa Data Centres and Blue Turtle Partner to Accelerate Cloud in South Africa - TechAfrica News,2025-06-17,not-staged-curation-tail,
https://capeargus.co.za/news/politics/2025-07-08-more-banks-to-offer-smart-id-and-passport-services-says-department-of-home-affairs/,"More banks to offer smart ID and passport services, says Department of Home Affairs",2025-07-08,not-staged-curation-tail,
https://it-online.co.za/2025/07/09/how-sas-cloud-policy-fuels-digital-leadership/,How SA’s cloud policy fuels digital leadership - IT-Online,2025-07-09,not-staged-curation-tail,
https://mail.developingtelecoms.com/telecom-technology/telecom-cloud-virtualization/18798-touchnet-and-partners-launch-sovereign-ai-cloud-infrastructure-in-south-africa.html,Touchnet and partners launch sovereign AI cloud infrastructure in South Africa - Developing Telecoms,2025-07-17,not-staged-curation-tail,
https://techafricanews.com/2025/07/17/south-africa-government-allocates-r710-million-to-expand-high-speed-internet-access/,South Africa Government Allocates R710 Million to Expand High-Speed Internet Access - TechAfrica News,2025-07-17,not-staged-curation-tail,
https://techafricanews.com/2025/07/17/sovereign-ai-cloud-launches-in-south-africa-through-touchnet-zadara-partnership/,Sovereign AI Cloud Launches in South Africa Through Touchnet–Zadara Partnership - TechAfrica News,2025-07-17,not-staged-curation-tail,
https://www.citizen.co.za/lifestyle/technology/south-africa-global-hotspot-target-data-breaches/,South Africa remains a global hotspot for data breaches,2025-07-22,not-staged-curation-tail,
https://www.moneyweb.co.za/news/companies-and-deals/ozow-launches-payshap-request-to-unlock-instant-merchant-payments/,Ozow launches PayShap Request to unlock instant merchant payments - Moneyweb,2025-07-30,not-staged-curation-tail,
https://it-online.co.za/2025/08/05/payshap-ecosystem-expands-with-new-partnerships/,PayShap ecosystem expands with new partnerships - IT-Online,2025-08-05,not-staged-curation-tail,
https://techcentral.co.za/what-holding-payshap-back-in-south-africa/268172/,What's holding PayShap back in South Africa,2025-08-07,not-staged-curation-tail,
https://currentaffairsza.com/2025/08/11/smart-id-and-passport-services-finally-coming-to-capitec-bank-branches-in-south-africa/,Smart ID and passport services finally coming to Capitec branches,2025-08-11,not-staged-curation-tail,
https://techafricanews.com/2025/08/18/africa-data-centres-achieves-level-one-b-bbee-status-in-south-africa/,Africa Data Centres Achieves Level One B-BBEE Status in South Africa - TechAfrica News,2025-08-18,not-staged-curation-tail,
https://www.itweb.co.za/article/oped-sovereign-compute-growth-is-within-reach-if-sa-gets-neocolonial/KzQenMjyg3m7Zd2r,OpEd: Sovereign compute growth is within reach – if SA gets neocolonial | ITWeb,2025-08-18,not-staged-curation-tail,
https://businesstech.co.za/news/banking/836208/reserve-bank-wants-full-control-of-south-africas-new-instant-payment-system/,Goodbye cash – Reserve Bank wants a big chunk of South Africa’s instant payment system – BusinessTech,2025-08-28,not-staged-curation-tail,
https://developingtelecoms.com/telecom-business/operator-news/18993-mtn-and-vodacom-announce-technology-deployment-firsts.html,MTN and Vodacom announce technology deployment firsts - Developing Telecoms,2025-09-01,not-staged-curation-tail,
https://mzansixchange.treasury.gov.za/,Home - MzansiXchange,2025-09-22,not-staged-curation-tail,
https://htxt.co.za/2025/10/south-african-national-data-sharing-platform-goes-live/,South African national data sharing platform goes live - Hypertext,2025-10-10,not-staged-curation-tail,
https://www.itweb.co.za/article/govt-targets-seamless-data-sharing-between-departments/xA9PO7NEJ3lvo4J8,Govt targets ‘seamless’ data sharing between departments | ITWeb,2025-10-14,not-staged-curation-tail,
https://www.itedgenews.africa/south-africa-positions-itself-as-africas-digital-investment-hub-spurs-growth-at-afsic-summit/,"South Africa positions itself as Africa’s digital & investment hub, spurs growth at AFSIC Summit - ITEdgeNews",2025-10-17,not-staged-curation-tail,
https://www.wits.ac.za/news/latest-news/opinion/2025/2025-10/south-africas-g20-opportunity-in-the-age-of-ai.html,2025-10 - South Africa’s G20 opportunity in the age of AI - Wits University,2025-10-29,not-staged-curation-tail,
https://techcentral.co.za/south-africa-readies-new-one-stop-portal-for-government-services/273686/,South Africa readies new one-stop portal for government services,2025-11-03,not-staged-curation-tail,
https://www.globalgovernmentforum.com/south-africa-pilots-government-data-exchange-to-improve-policymaking-and-service-delivery/,South Africa pilots government data exchange to improve policymaking and service delivery,2025-11-04,not-staged-curation-tail,
https://www.dailymaverick.co.za/article/2025-11-09-behind-the-speedy-mymzansi-screens-and-the-presidencys-race-to-build-a-digital-government/,Behind the speedy MyMzansi screens and the race to build a digital government,2025-11-09,not-staged-curation-tail,
https://www.itweb.co.za/article/inforeg-exposes-popia-violators-as-data-breaches-mount/kLgB17ezby5M59N4,InfoReg exposes POPIA violators as data breaches mount | ITWeb,2025-11-14,not-staged-curation-tail,
https://www.citizen.co.za/news/south-africa/crime/call-centre-scams-threaten-sa/,Call centre scams threaten SA | The Citizen,2025-11-21,not-staged-curation-tail,
https://www.sanews.gov.za/south-africa/home-affairs-launches-new-home-affairs-citizenship-reinstatement-portal,Home Affairs launches new Home Affairs Citizenship Reinstatement Portal | SAnews,2025-11-25,not-staged-curation-tail,
https://www.telecomreviewafrica.com/articles/features/13404-telecom-and-technology-trends-set-to-define-africa-in-2026/,Telecom and Technology Trends Set to Define Africa in 2026 - Telecom Review Africa,2025-11-25,not-staged-curation-tail,
https://telcomagazine.com/news/how-2africa-subsea-cable-doubles-africas-internet-capacity,How 2Africa Subsea Cable Doubles Africa's Internet Capacity | Telco Magazine,2025-11-28,not-staged-curation-tail,
https://www.cliffedekkerhofmeyr.com/news/publications/2025/Practice/Corporate-Commercial/combined-corporate-and-commercial-and-technology-and-communications-alert-3-december-Recent-privacy-updates-in-South-Africa-and-abroad-,Recent privacy updates in South Africa and abroad - Cliffe Dekker Hofmeyr (CDH),2025-12-03,not-staged-curation-tail,
https://www.biometricupdate.com/202512/south-africa-plans-intelligent-population-register-in-proposed-civil-registration-reform,South Africa plans Intelligent Population Register in ...,2025-12-15,exact-url-already-held,
https://insights.techcabal.com/six-things-we-learned-about-african-tech-in-2025/,Six things we learned about African tech in 2025,2025-12-22,not-staged-curation-tail,
https://mybroadband.co.za/news/internet/622060-good-news-about-internet-outages-in-south-africa.html,Good news about Internet outages in South Africa – MyBroadband,2026-01-02,not-staged-curation-tail,
https://insights.techcabal.com/whats-next-for-african-tech-5-key-predictions-for-2026/,What's next for African tech: 5 key predictions for 2026,2026-01-13,not-staged-curation-tail,
https://mybroadband.co.za/news/smartphones/625404-say-goodbye-to-spam-calls-in-south-africa-3.html,Say goodbye to spam calls in South Africa – MyBroadband,2026-01-19,not-staged-curation-tail,
https://www.citizen.co.za/news/south-africa/home-affairs-rolled-out-four-million-smart-id-cards-2025/,Home Affairs rolled out over four million Smart ID cards in ...,2026-01-28,not-staged-curation-tail,
https://www.polity.org.za/article/data-breach-reporting-responsibilities-and-penalties-in-south-africa-what-businesses-need-to-know-2026-01-28,Data Breach Reporting Responsibilities and Penalties in South Africa: What Businesses Need to Know,2026-01-28,not-staged-curation-tail,
https://www.timeslive.co.za/news/south-africa/2026-01-29-home-affairs-breaks-record-with-more-than-four-million-smart-ids-issued-in-2025/,Home affairs breaks record with more than 4-million smart IDs issued in 2025,2026-01-29,not-staged-curation-tail,
https://www.itweb.co.za/article/momentum-builds-on-sas-single-digital-entry-point-mymzansi/rW1xLv5n8ll7Rk6m,Momentum builds on SA’s single digital entry point MyMzansi | ITWeb,2026-02-02,not-staged-curation-tail,
https://techafricanews.com/2026/02/12/2africa-is-here-how-africa-can-capture-the-full-potential-of-the-subsea-cable/,2Africa Is Here: How Africa Can Capture the Full Potential of the Subsea Cable  - TechAfrica News,2026-02-12,not-staged-curation-tail,
https://www.biometricupdate.com/202602/south-africa-digital-id-and-mdl-to-launch-this-year-president-promises,"South Africa digital ID and mDL to launch this year, president promises | Biometric Update",2026-02-16,exact-url-already-held,
https://techcentral.co.za/south-africas-draft-ai-policy-headed-to-cabinet/278109/,South Africa's draft AI policy headed to cabinet,2026-02-25,not-staged-curation-tail,
https://techwavedaily.news/bayobab-mtn-vodacom-launch-zambia-mozambique-cross-border-fibre-link/,Bayobab (MTN) & Vodacom launch Zambia-Mozambique cross-border fibre link,2026-02-25,not-staged-curation-tail,
https://www.itweb.co.za/article/budget-2026-godongwana-talks-up-ai-data-infrastructure/RgeVDqPR5nN7KJN3,"Budget 2026: Godongwana talks up AI, data infrastructure | ITWeb",2026-02-25,not-staged-curation-tail,
https://www.itweb.co.za/article/budget-2026-sa-connect-phase-two-comes-to-an-end/Pero3MZ3zXXqQb6m,Budget 2026: SA Connect phase two ‘comes to an end’ | ITWeb,2026-02-25,not-staged-curation-tail,
https://techcentral.co.za/south-africa-puts-data-centres-on-par-with-energy-ports-in-big-policy-shift/278142/,"South Africa puts data centres on par with energy, ports in big policy shift",2026-02-25,exact-url-already-held,
https://techcabal.com/2026/02/26/techcabal-daily-starlink-is-standing-on-business/,👨🏿‍🚀TechCabal Daily – Starlink is standing on business | TechCabal,2026-02-26,not-staged-curation-tail,
https://www.globalcompliancenews.com/2026/02/26/south-africa-ai-policy-moves-towards-approval/,South Africa: AI Policy Moves Towards Approval - Global Compliance News,2026-02-26,not-staged-curation-tail,
https://techcabal.com/2026/02/27/fieldbase-provides-layer-2-private-network-services/,Driving financial inclusion in rural Africa: How Fieldbase enables city-level banking access in every village | TechCabal,2026-02-27,not-staged-curation-tail,
https://techcentral.co.za/the-data-sovereignty-paradox-altron-digital-business/278230/,The data sovereignty paradox,2026-02-27,not-staged-curation-tail,
https://techafricanews.com/2026/03/09/south-africa-launches-african-digital-transformation-centre-to-boost-tech-innovation/,South Africa Launches African Digital Transformation Centre to Boost Tech Innovation - TechAfrica News,2026-03-09,not-staged-curation-tail,
https://www.itnewsafrica.com/2026/03/capitecs-innovation-enables-smart-id-access-at-scale/,Capitec’s Innovation Enables Smart ID Access at Scale - IT News Africa - African Business Technology News,2026-03-09,not-staged-curation-tail,
https://www.biometricupdate.com/202603/south-africa-establishes-fully-digitalized-id-issuance-system-in-local-banks,South Africa establishes fully digitalized ID issuance system in local banks | Biometric Update,2026-03-10,not-staged-curation-tail,
https://www.itweb.co.za/article/video-banks-step-up-as-dha-expands-smart-id-services/mYZRX79gzppqOgA8,VIDEO: Banks step up as DHA expands smart ID services | ITWeb,2026-03-10,not-staged-curation-tail,
https://mjkinc.co.za/software-technology-law/cloud-computing-data-sovereignty,Can SA Companies Store Data Offshore? Cloud Law [2026] | MJ Kotze Inc,2026-03-11,not-staged-curation-tail,
https://www.tenders-sa.org/blog/security-procurement-guide-2026-03-12,"Cloud and Hosting Procurement in South Africa: SITA, Data So",2026-03-12,not-staged-curation-tail,
https://techcentral.co.za/mtn-lines-up-partners-for-african-ai-data-centre-play/279010/,MTN lines up partners for African AI data centre play,2026-03-16,not-staged-curation-tail,
https://bowmanslaw.com/insights/south-africa-data-protection-recent-developments-and-enforcement-trends/,South Africa: Data protection – recent developments and enforcement trends | Bowmans,2026-03-17,not-staged-curation-tail,
https://innovation-village.com/mtn-group-to-build-ai-data-centres-in-nigeria-and-south-africa/,"MTN Group to Build AI Data Centres in Nigeria and South Africa - Innovation Village | Technology, Product Reviews, Business",2026-03-17,not-staged-curation-tail,
https://www.techcrier.com/2026/03/mtn-moves-to-build-ai-powered-data.html,MTN Moves to Build AI-Powered Data Centres in Nigeria and South Africa,2026-03-17,not-staged-curation-tail,
https://mayet.law/popia-enforcement-in-south-africa-key-2026-developments-and-what-businesses-must-do-now/,POPIA Enforcement in South Africa: Key 2026 Developments and What Businesses Must Do Now | Mayet & Associates,2026-03-19,not-staged-curation-tail,
https://www.itweb.co.za/article/home-affairs-allays-fears-over-digital-id-security/Gb3BwMWaEgxv2k6V,Home affairs allays fears over digital ID security | ITWeb,2026-03-24,not-staged-curation-tail,
https://techcabal.beehiiv.com/p/maziv-gains,Maziv gains,2026-03-26,not-staged-curation-tail,
https://it-online.co.za/2026/03/31/314222/,"As it turns three, PayShap unlocks SA's potential - IT-Online",2026-03-31,not-staged-curation-tail,
https://www.pinsentmasons.com/out-law/news/south-african-data-breach-highlights-need-incident-response,South African data breach highlights need for effective incident response,2026-04-02,not-staged-curation-tail,
https://clearingpost.com/insights/payshap-r403b-three-year-acceleration/,PayShap Hits R403 Billion in Three Years as Adoption Accelerates | ClearingPost,2026-04-03,not-staged-curation-tail,
https://www.itweb.co.za/article/sas-ai-policy-moves-to-comment-phase/P3gQ2qGA5wx7nRD1,SA's AI policy moves to comment phase | ITWeb,2026-04-05,not-staged-curation-tail,
https://www.voxilens.com/south-africa-is-africas-compute-anchor/,South Africa Is Africa's Compute Anchor - Voxilens,2026-04-10,not-staged-curation-tail,
https://www.thesouthafrican.com/lifestyle/elon-musk-starlink-black-economic-empowerment-ict-sector-code-review-latest/,Starlink in sight? ICT's BEE under review amid Elon Musk pressure,2026-04-11,not-staged-curation-tail,
https://www.itweb.co.za/article/modern-digital-identity-is-win-for-government-people-and-banks/LPp6VMrBw8nMDKQz,"Modern digital identity is win for government, people and banks | ITWeb",2026-04-13,not-staged-curation-tail,
https://datacentremagazine.com/news/how-africa-data-centres-boosts-connectivity-in-gauteng-south-africa,How Africa Data Centres Boosts South African Connectivity | Data Centre Magazine,2026-04-14,not-staged-curation-tail,
https://techcentral.co.za/south-africas-identity-and-payments-shift-that-most-businesses-missed/280152/,South Africa's identity and payments shift that most businesses missed,2026-04-14,not-staged-curation-tail,
https://www.moneyweb.co.za/news/south-africa/was-starlink-offered-empowerment-pathway-to-get-into-sa/,Was Starlink offered empowerment pathway to get into SA? - Moneyweb,2026-04-14,not-staged-curation-tail,
https://mybroadband.co.za/news/government/640625-communications-minister-refuses-to-talk-to-starlink-or-elon-musk-about-licence-in-south-africa.html,Communications minister refuses to talk to Starlink or Elon Musk about licence in South Africa – MyBroadband,2026-04-15,not-staged-curation-tail,
https://www.sowetan.co.za/news/2026-04-17-law-cracks-down-on-spam-calls-as-marketers-face-fines-or-ban/,Law cracks down on spam calls as marketers face fines or ban,2026-04-17,not-staged-curation-tail,
https://www.timeslive.co.za/news/business/2026-04-18-draft-ai-policy-charts-ethical-path-to-digital-growth/,Draft AI policy charts ethical path to digital growth,2026-04-18,not-staged-curation-tail,
https://africaspoint.com/starlink-south-africa-bee-equity-equivalence-ramaphosa-2026/,Ramaphosa offers Starlink a BEE workaround - Africaspoint,2026-04-20,not-staged-curation-tail,
https://techcentral.co.za/south-africas-digital-id-gets-a-launch-date/280460/,South Africa's digital ID gets a targeted launch date,2026-04-21,exact-url-already-held,
https://www.globaldatacenterhub.com/p/why-microsofts-329m-in-south-africa,"Why Microsoft's $329M in South Africa Is a Grid Underwriting, Not Capacity Growth?",2026-04-23,not-staged-curation-tail,
https://itweb.africa/article/why-the-surge-in-mobile-money-is-a-test-for-sas-financial-resilience/mYZRXM9gdX4vOgA8,Why the surge in mobile money is a test for SA’s financial resilience | ITWeb Africa,2026-04-28,not-staged-curation-tail,
https://www.bizcommunity.com/article/minister-announces-withdrawal-of-draft-ai-policy-069485a,Minister announces withdrawal of Draft AI Policy,2026-04-28,not-staged-curation-tail,
https://www.mondaq.com/southafrica/advertising-marketing-branding/1776188/newsflash-%7c-consumer-protection-act-amendment-regulations-2026,"Newsflash | Consumer Protection Act Amendment Regulations, 2026 - Advertising, Marketing & Branding - South Africa",2026-04-29,not-staged-curation-tail,
https://www.itweb.co.za/article/draft-regulations-set-stage-for-digital-identity-in-sa/KWEBb7yLEQ6vmRjO,Draft regulations set stage for digital identity in SA | ITWeb,2026-05-05,not-staged-curation-tail,
https://www.sanews.gov.za/south-africa/have-your-say-digital-identity-draft-regulations,Have your say on digital identity draft regulations | SAnews,2026-05-09,not-staged-curation-tail,
https://techafricanews.com/2026/05/11/south-africa-advances-digital-identity-rollout-with-biometric-and-smartphone-based-id-system-proposal/,South Africa Advances Digital Identity Rollout with Biometric and Smartphone-Based ID System Proposal - TechAfrica News,2026-05-11,not-staged-curation-tail,
https://currentaffairsza.com/2026/05/13/icasa-dims-hopes-for-starlink-in-south-africa/,Blow to Starlink in SA as ICASA won't implement Malatsi directive,2026-05-13,not-staged-curation-tail,
https://www.itweb.co.za/article/icasa-signals-policy-limitations-for-starlinks-sa-entry/4r1ly7R9GLVvpmda,ICASA signals policy limitations for Starlink’s SA entry | ITWeb,2026-05-13,not-staged-curation-tail,
https://techcabal.beehiiv.com/p/no-space-for-starlink-in-sa,No space for Starlink in SA,2026-05-14,not-staged-curation-tail,
https://techcabal.com/2026/05/14/techcabal-daily-no-space-for-starlink-in-sa/,👨🏿‍🚀TechCabal Daily – No space for Starlink in SA,2026-05-14,not-staged-curation-tail,
https://brandiq.ng/mtn-expands-5g-investment-as-africas-digital/,MTN Expands 5G Investment as Africa’s Digital Economy Accelerates - BrandiQ,2026-05-15,not-staged-curation-tail,
https://www.itweb.co.za/article/home-affairs-smart-id-drive-hits-118-000-in-eight-weeks/G98YdqLGX2bMX2PD,Home Affairs smart ID drive hits 118 000 in eight weeks | ITWeb,2026-05-15,not-staged-curation-tail,
https://www.itweb.co.za/article/icasa-proposes-satellite-rule-changes-amid-starlink-standoff/WnpNgq21NBPMVrGd,ICASA proposes satellite rule changes amid Starlink standoff | ITWeb,2026-05-15,not-staged-curation-tail,
https://www.sanews.gov.za/south-africa/home-affairs-expands-smart-id-banking-services,Home Affairs expands Smart ID banking services | SAnews,2026-05-15,not-staged-curation-tail,
https://www.sanews.gov.za/south-africa/home-affairs-records-highest-ever-smart-id-output,Home Affairs records highest-ever Smart ID output | SAnews,2026-05-15,not-staged-curation-tail,
https://africaspoint.com/sa-minister-forces-starlink-showdown-2026/,SA minister forces Starlink showdown - Africaspoint,2026-05-16,not-staged-curation-tail,
https://telecomobserver.com/via-africa-subsea-cable-12-fiber-pair-europe-africa-south-america/,"Via Africa Subsea Cable: New 12-Fiber Pair System to Connect Europe, Africa & South America – Telecom Observer",2026-05-19,not-staged-curation-tail,
https://businessvergeng.com/mtn-deepens-south-africas-5g-expansion-with-r480-million-regional-investment/,MTN Deepens South Africa’s 5G Expansion With R480 Million Regional Investment – Business verge,2026-05-21,not-staged-curation-tail,
https://tech.africa/vodacom-5g-mpesa-fy2026/,"Vodacom FY2026: 6,160 new 5G sites, 103m M-Pesa users",2026-05-21,not-staged-curation-tail,
https://www.paymentsafrica.news/articles/south-africa-s-payshap-expands-to-include-merchant-payments,South Africa's PayShap expands to include merchant payments | Payments Africa News,2026-05-24,not-staged-curation-tail,
https://africaspoint.com/south-africas-starlink-law-fight-escalates/,South Africa's Starlink law fight escalates - Africaspoint,2026-05-25,not-staged-curation-tail,
https://technation.news/home-affairs-digital-id-draft/,Home Affairs wants your digital ID on your phone. Here's what the draft says,2026-05-26,not-staged-curation-tail,
https://webiis10.mondaq.com/southafrica/dodd-frank-consumer-protection-act/1788558/cleanse-or-consent-the-zar012-question-every-south-african-direct-marketer-must-answer,"Cleanse Or Consent? The ZAR0.12 Question Every South African Direct Marketer Must Answer - Dodd-Frank, Consumer Protection Act - South Africa",2026-05-26,not-staged-curation-tail,
https://www.citizen.co.za/lifestyle/technology/ai-policy-collapse-forces-reset-malatsi-calls-expert-panel/,AI policy collapse forces reset: Malatsi calls in expert panel [VIDEO],2026-05-26,not-staged-curation-tail,
https://mayet.law/the-2026-opt-out-registry-three-legal-axes-that-now-govern-direct-marketing-in-south-africa/,The 2026 Opt-Out Registry: Three Legal Axes that Now Govern Direct Marketing in South Africa | Mayet & Associates,2026-05-30,not-staged-curation-tail,
https://www.sundaytimes.timeslive.co.za/business/news/2026-05-30-ai-policy-failure-a-mirror-of-corporate-governance-risks/,AI policy failure ‘a mirror of corporate governance risks’,2026-05-30,not-staged-curation-tail,
https://www.conviction.co.za/cjc-popia-breach/,TVET college ordered to apologise for sharing personal information of employees | Conviction,2026-06-03,not-staged-curation-tail,
https://techafricanews.com/2026/06/05/mtn-south-africa-adopts-lotusflare-platform-to-deliver-fully-digital-customer-experience/,MTN South Africa Adopts LotusFlare Platform to Deliver Fully Digital Customer Experience - TechAfrica News,2026-06-05,not-staged-curation-tail,
https://clearingpost.com/insights/payshap-900m-transactions-growth-acceleration-2026/,PayShap Crosses 900 Million Transactions as South Africa's Instant Payment Growth Accelerates | ClearingPost,2026-06-10,not-staged-curation-tail,
https://mjkinc.co.za/popia/enforcement-tracker,POPIA enforcement tracker: every notice and fine | MJ Kotze Inc,2026-06-12,not-staged-curation-tail,
https://mjkinc.co.za/popia/fines-and-penalties,"POPIA fines and penalties: the ladder, not the trapdoor | MJ Kotze Inc",2026-06-12,not-staged-curation-tail,
https://www.dailymaverick.co.za/article/2026-06-14-mtn-rides-african-tailwinds-and-smartphone-penetration/,Finance Ghost: MTN rides African tailwinds and smartphones,2026-06-14,not-staged-curation-tail,
https://extensia.tech/mtn-to-build-420000km-of-fibre-in-4-years/,"MTN to build 420,000km of fibre in 4 years | Extensia Ltd",2026-06-15,not-staged-curation-tail,
https://ae.marketscreener.com/news/mtn-targets-420-000-km-african-fibre-network-in-major-infrastructure-push-ce7f5cdfd88efe25,"MTN targets 420,000 km African fibre network in major infrastructure push | MarketScreener UAE Emirates",2026-06-16,not-staged-curation-tail,
https://mybroadband.co.za/news/broadband/654094-why-starlink-has-not-applied-for-a-licence-in-south-africa.html,Why Starlink has not applied for a licence in South Africa – MyBroadband,2026-06-16,not-staged-curation-tail,
https://techcabal.com/2026/06/16/techcabal-daily-mtn-is-going-green/,👨🏿‍🚀TechCabal Daily – MTN is going green | TechCabal,2026-06-16,not-staged-curation-tail,
https://www.bizcommunity.com/article/data-breach-reporting-responsibilities-and-penalties-in-south-africa-what-businesses-need-to-know-286237a,Data breach reporting responsibilities and penalties in South Africa: What businesses need to know - SchoemanLaw,2026-06-18,not-staged-curation-tail,
https://serv.co.za/blog/popia-enforcement-has-teeth-now-what-the-r5-million-fines-mean-for-your-outreach,POPIA Has Teeth: What R5m Fines Mean for Outreach,2026-06-19,not-staged-curation-tail,
https://www.telecomreviewafrica.com/articles/features/28878-beyond-the-signal-why-africas-next-telecom-era-will-be-built-beneath-the-surface/,Beyond the Signal: Why Africa's Next Telecom Era Will Be ...,2026-06-22,not-staged-curation-tail,
https://www.accountingweekly.com/trending-news/two-enforcement-notices-one-message-popia-and-paia-are-real,"Two Enforcement Notices, One Message: POPIA and PAIA Are Real. — Accounting Weekly",2026-06-23,not-staged-curation-tail,
https://www.bizcommunity.com/article/cyber-breach-how-you-respond-determines-liability-397908a,Cyber breach? How you respond determines liability - SchoemanLaw,2026-06-23,not-staged-curation-tail,
https://newcastillian.com/2026/06/24/smart-id-services-capitec-standard-bank-branches/,Smart ID Access Expands as Banks Bring Home Affairs Services Closer to Residents,2026-06-24,not-staged-curation-tail,
https://thebusinessofmoney.co.za/business/south-africas-digital-future-depends-on-real-world-infrastructure/,South Africa’s digital future depends on real-world infrastructure - The Business of Money,2026-06-24,not-staged-curation-tail,
https://www.itweb.co.za/article/smart-id-rollout-hits-200-bank-branches/GxwQDq1D3m4MlPVo,Smart ID rollout hits 200 bank branches | ITWeb,2026-06-24,not-staged-curation-tail,
https://thebusinessofmoney.co.za/business/why-south-africas-data-centre-boom-is-the-key-to-its-ai-future/,Why South Africa’s data centre boom is the key to its AI future - The Business of Money,2026-06-25,not-staged-curation-tail,
https://www.biometricupdate.com/202606/south-africa-boosts-smart-id-adoption-through-expanded-bank-network,South Africa boosts Smart ID adoption through expanded bank network | Biometric Update,2026-06-25,not-staged-curation-tail,
https://techcabal.com/2026/06/26/how-starlinks-growth-is-changing-africa-telcos-playbook/,How Starlink's growth is changing Africa telcos' playbook,2026-06-26,not-staged-curation-tail,
